,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements,gender_int,marital_int,rep_grid_matrix_median_current_self,rep_grid_matrix_median_ideal_self,repgrid_max_succesful,repgrid_max_caring,repgrid_max_selfish,repgrid_max_friendly,repgrid_max_talkative,repgrid_max_fun,repgrid_max_docile,repgrid_max_understanding,repgrid_max_motivated,repgrid_max_confident,repgrid_min_succesful,repgrid_min_caring,repgrid_min_selfish,repgrid_min_friendly,repgrid_min_talkative,repgrid_min_fun,repgrid_min_docile,repgrid_min_understanding,repgrid_min_motivated,repgrid_min_confident,repgrid_median_succesful,repgrid_median_caring,repgrid_median_selfish,repgrid_median_friendly,repgrid_median_talkative,repgrid_median_fun,repgrid_median_docile,repgrid_median_understanding,repgrid_median_motivated,repgrid_median_confident,repgrid_sum_confident,repgrid_sum_succesful,repgrid_sum_caring,repgrid_sum_selfish,repgrid_sum_friendly,repgrid_sum_talkative,repgrid_sum_fun,repgrid_sum_docile,repgrid_sum_understanding,repgrid_sum_motivated,repgrid_std_succesful,repgrid_std_caring,repgrid_std_selfish,repgrid_std_friendly,repgrid_std_talkative,repgrid_std_fun,repgrid_std_docile,repgrid_std_understanding,repgrid_std_motivated,repgrid_std_confident,sum_stressful_situations,selfesteem,satisfaction
34,avBaKQmX ,16,7,7,31,1,20,Male,Married,"[0, 1, 12, 11, 13, 3]","[2, 2, 3, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0]","[array([6, 7, 6, 2, 7, 5]), array([5, 6, 7, 6, 7, 5]), array([3, 5, 3, 3, 3, 3]), array([6, 6, 5, 5, 5, 5]), array([6, 7, 6, 6, 6, 6]), array([4, 6, 4, 2, 5, 3]), array([2, 2, 2, 2, 2, 2]), array([5, 7, 5, 5, 5, 5]), array([7, 7, 7, 7, 7, 7]), array([6, 7, 5, 4, 7, 5])]",Agree,Agree,Agree,Agree,Yes,Strongly agree,Agree,Yes,Agree,Agree,Yes,Better,An interesting self reflection tool. Thank you,"['hardworking', 'influential', 'organised']","['following', 'compromising', 'cluttered', 'delayed', 'lazy']","['delayed', 'cluttered', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Na},0.8086419753086421,"[0.0, 0.05, 0.35, 0.43333333333333335, 1.3833333333333333, 1.5333333333333334, 3.3, 3.3833333333333333, 3.4166666666666665, 4.0, 4.35, 4.766666666666667, 5.083333333333333, 5.266666666666667, 5.466666666666667, 5.95, 6.1, 6.433333333333334, 6.616666666666666, 6.733333333333333, 6.866666666666666, 6.916666666666667, 7.083333333333333, 7.266666666666667, 7.466666666666667, 7.566666666666666, 9.266666666666667, 9.333333333333334, 9.433333333333334, 10.2, 10.366666666666667, 10.5, 10.55]","['not understanding / understanding', 'boring / fun']","[11, 13]",0.8636363636363636,0.7565251523990507,"['selfish / generous', 'boring / fun', 'not understanding / understanding']","['unsuccessful / successful', 'uncaring / caring', 'not confident / confident']","[11, 3, 12, 13]",2,2,5.5,6.5,7,7,5,6,7,6,2,7,7,7,2,5,3,5,6,2,2,5,7,4,6.0,6.0,3.0,5.0,6.0,4.0,2.0,5.0,7.0,5.5,34,33,36,20,32,37,24,12,32,42,1.707825127659933,0.816496580927726,0.7453559924999298,0.4714045207910317,0.372677996249965,1.2909944487358056,0.0,0.7453559924999298,0.0,1.1055415967851332,17,1,1
35,OWUrTWla ,22,7,6,31,0,21,Male,Single,"[0, 1, 12, 8, 10, 11]","[1, 0, 3, 1, 1, 3, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3]","[array([3, 7, 2, 3, 3, 4]), array([5, 7, 3, 6, 2, 6]), array([5, 7, 2, 6, 1, 6]), array([5, 7, 3, 6, 2, 6]), array([3, 5, 1, 6, 4, 5]), array([5, 7, 1, 6, 2, 6]), array([5, 5, 2, 6, 4, 6]), array([5, 7, 5, 6, 4, 6]), array([4, 7, 1, 5, 4, 5]), array([3, 7, 1, 1, 3, 6])]",Strongly agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,Helps you reflect on yourself,"['punctual', 'independent', 'opinionated']","['delayed', 'liberal', 'teamplayer', 'compromising', 'slowpaced']","['delayed', 'organised', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'hardworking']",Agree,Agree,Same,I already knew this about myself},3.2746913580246915,"[0.0, 0.08333333333333333, 0.18333333333333332, 0.2, 1.0333333333333334, 1.0833333333333333, 2.4166666666666665, 2.45, 2.5, 3.1666666666666665, 3.216666666666667, 3.683333333333333, 4.15, 4.5, 4.883333333333334, 5.25, 5.766666666666667, 6.116666666666666, 6.45, 6.766666666666667, 7.25, 7.283333333333333, 7.85, 7.983333333333333, 8.283333333333333, 8.466666666666667, 8.766666666666667, 8.783333333333333, 8.833333333333334, 9.2, 9.583333333333334, 9.7, 9.716666666666667]","['stubborn / docile', 'unsuccessful / successful']","[10, 8]",0.16666666666666666,-0.06267204405743505,"['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",[],[],2,1,5.0,7.0,7,7,7,7,6,7,6,7,7,7,2,2,1,2,1,1,2,4,1,1,3.0,5.5,5.5,5.5,4.5,5.5,5.0,5.5,4.5,3.0,21,22,29,27,29,24,27,28,33,26,1.5986105077709065,1.7716909687891083,2.217355782608345,1.7716909687891083,1.632993161855452,2.217355782608345,1.3743685418725535,0.9574271077563381,1.7950549357115015,2.29128784747792,33,0,0
36,nmclGfdb ,17,2,7,38,2,17,Male,Married,"[0, 1, 11, 12, 2, 3]","[2, 0, 2, 2, 0, 1, 3, 0, 2, 3, 1, 0, 3, 3, 1, 2]","[array([5, 6, 7, 6, 3, 5]), array([3, 5, 7, 5, 6, 6]), array([5, 4, 6, 6, 5, 6]), array([5, 5, 6, 5, 4, 6]), array([6, 6, 7, 5, 3, 5]), array([4, 6, 7, 5, 4, 5]), array([5, 2, 4, 5, 7, 6]), array([5, 5, 6, 6, 4, 5]), array([3, 7, 4, 5, 2, 5]), array([4, 7, 7, 6, 1, 5])]",Disagree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,I feel like I have to self motivate myself at work as there is a lack of ambition around me . I struggle with this a lot,"['organised', 'helpful', 'hardworking']","['cluttered', 'lazy', 'compromising', 'slowpaced', 'unhelpful']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Interesting to choose what you would like to change about yourself},1.6790123456790125,"[0.0, 0.03333333333333333, 0.13333333333333333, 0.16666666666666666, 1.2333333333333334, 1.2666666666666666, 2.283333333333333, 2.316666666666667, 2.35, 3.1333333333333333, 3.1666666666666665, 3.566666666666667, 3.95, 4.516666666666667, 4.833333333333333, 5.1, 5.4, 6.633333333333334, 7.05, 7.583333333333333, 8.1, 8.15, 8.316666666666666, 8.433333333333334, 8.533333333333333, 8.666666666666666, 9.45, 9.483333333333333, 9.516666666666667, 9.783333333333333, 9.95, 10.033333333333333, 10.05]","['not confident / confident', 'stubborn / docile']","[2, 1]",-0.3442746315793223,-0.292409242346068,"['uncaring / caring', 'boring / fun', 'unambitious / motivated', 'not confident / confident']","['unsuccessful / successful', 'selfish / generous', 'quiet / talkative']","[11, 2, 12, 3]",2,2,5.0,5.5,7,7,6,6,7,7,7,6,7,7,3,3,4,4,3,4,2,4,2,1,5.5,5.5,5.5,5.0,5.5,5.0,5.0,5.0,4.5,5.5,30,32,32,32,31,32,31,29,31,26,1.247219128924647,1.247219128924647,0.7453559924999298,0.6871842709362768,1.247219128924647,1.0671873729054748,1.5723301886761007,0.6871842709362768,1.5986105077709065,2.0816659994661326,25,0,0
37,cqygLR72 ,24,3,3,49,4,17,Male,Married,"[0, 1, 2, 4, 3, 8]","[1, 0, 3, 2, 0, 0, 2, 2, 2, 2, 1, 0, 3, 2, 1, 2]","[array([5, 7, 5, 4, 5, 3]), array([6, 6, 6, 7, 7, 7]), array([5, 5, 5, 4, 6, 3]), array([6, 7, 5, 4, 6, 3]), array([4, 6, 4, 2, 3, 2]), array([5, 7, 4, 2, 4, 1]), array([5, 4, 5, 3, 7, 3]), array([6, 5, 6, 4, 5, 3]), array([4, 6, 5, 5, 6, 2]), array([4, 6, 4, 3, 3, 2])]",Agree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,Seemed pretty accurate. ,"['hardworking', 'helpful', 'organised']","['delayed', 'opinionated', 'cluttered', 'unhelpful', 'lazy']","['delayed', 'cluttered', 'independent', 'playful', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Disagree,Agree,Same,This was interesting but the only really only confirms what I already think\n\n},1.820987654320988,"[0.0, 0.05, 0.2833333333333333, 0.4, 1.6, 1.65, 3.9166666666666665, 4.016666666666667, 4.05, 4.8, 5.083333333333333, 5.666666666666667, 6.05, 6.483333333333333, 6.75, 7.066666666666666, 7.35, 7.683333333333334, 7.933333333333334, 8.183333333333334, 8.4, 8.433333333333334, 8.866666666666667, 9.066666666666666, 9.366666666666667, 9.5, 10.45, 10.483333333333333, 10.533333333333333, 10.933333333333334, 11.3, 11.55, 11.583333333333334]","['not confident / confident', 'selfish / generous']","[3, 4]",0.0,-0.16873359233969912,"['unsuccessful / successful', 'unambitious / motivated']","['selfish / generous', 'unfriendly / friendly', 'stubborn / docile', 'not understanding / understanding']","[8, 2, 4, 3]",2,2,5.0,6.0,7,7,6,7,6,7,7,6,6,6,3,6,3,3,2,1,3,3,2,2,5.0,6.5,5.0,5.5,3.5,4.0,4.5,5.0,5.0,3.5,22,29,39,28,31,21,23,27,29,28,1.2133516482134197,0.5,0.9428090415820634,1.3437096247164249,1.3844373104863459,1.950783318453271,1.3844373104863459,1.0671873729054748,1.3743685418725535,1.2472191289246473,23,0,0
38,k1nM6wMk ,21,10,10,31,0,7,Male,Single,"[0, 1, 11, 13, 9, 8]","[2, 1, 1, 2, 1, 2, 1, 1, 2, 0, 0, 1, 1, 0, 2, 0]","[array([4, 7, 3, 5, 3, 6]), array([4, 6, 2, 5, 2, 6]), array([3, 6, 2, 4, 1, 5]), array([5, 7, 4, 6, 3, 7]), array([4, 6, 2, 4, 2, 5]), array([3, 7, 2, 4, 1, 5]), array([6, 4, 3, 5, 2, 6]), array([6, 7, 4, 6, 5, 7]), array([5, 7, 2, 5, 2, 5]), array([5, 7, 4, 6, 3, 6])]",Agree,Agree,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,It was interesting to spend time reflecting on different areas of my life,"['punctual', 'organised', 'helpful']","['delayed', 'lazy', 'cluttered', 'slowpaced', 'unhelpful']","['delayed', 'cluttered', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Strongly agree,Better,This is helpful to learn about my values and identity.},2.4197530864197527,"[0.0, 0.05, 0.21666666666666667, 0.35, 1.5333333333333334, 1.6166666666666667, 4.116666666666666, 4.25, 4.366666666666666, 5.2, 5.483333333333333, 5.95, 6.3, 6.7, 7.033333333333333, 7.3, 7.533333333333333, 7.95, 8.3, 9.133333333333333, 9.55, 9.633333333333333, 10.483333333333333, 10.766666666666667, 11.216666666666667, 11.516666666666667, 11.783333333333333, 11.883333333333333, 11.966666666666667, 12.55, 13.15, 13.45, 13.483333333333333]","['unsuccessful / successful', 'boring / fun']","[9, 0]",-0.21295885499998,0.14876492855357332,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']",['not understanding / understanding'],"[11, 9]",2,1,4.5,7.0,7,6,6,7,6,7,6,7,7,7,3,2,1,3,2,1,2,4,2,3,4.5,4.5,3.5,5.5,4.0,3.5,4.5,6.0,5.0,5.5,31,28,25,21,32,23,22,26,35,26,1.4907119849998596,1.674979270186815,1.707825127659933,1.4907119849998596,1.4624940645653537,1.9720265943665387,1.4907119849998596,1.0671873729054748,1.7950549357115013,1.3437096247164249,17,0,1
39,6y3s17JM ,16,2,5,30,0,19,Male,Single,"[0, 1, 11, 13, 5, 3]","[1, 2, 3, 2, 2, 1, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]","[array([3, 6, 5, 5, 2, 3]), array([3, 6, 2, 2, 2, 4]), array([3, 7, 2, 3, 1, 3]), array([4, 5, 2, 3, 1, 4]), array([5, 4, 2, 2, 1, 6]), array([3, 7, 1, 2, 1, 4]), array([2, 3, 4, 5, 5, 3]), array([5, 7, 3, 3, 1, 5]), array([3, 7, 5, 4, 1, 1]), array([5, 6, 4, 2, 1, 4])]",Disagree,Disagree,Agree,Disagree,Yes,Strongly Disagree,Strongly Disagree,No,Strongly Disagree,Strongly Disagree,Yes,Same,I am sorry if my ratings seem harsh,"['helpful', 'liberal', 'organised']","['cluttered', 'teamplayer', 'unhelpful', 'conservative', 'opinionated']","['punctual', 'cluttered', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'following', 'fastpaced', 'conservative', 'thoughtful', 'hardworking']",Agree,Agree,Same,This was marginally more interesting,3.0216049382716053,"[0.0, 0.05, 0.21666666666666667, 0.38333333333333336, 1.1166666666666667, 1.1666666666666667, 2.8833333333333333, 2.9166666666666665, 3.0, 3.6, 3.7333333333333334, 4.033333333333333, 4.3, 4.5, 4.766666666666667, 5.15, 5.65, 5.983333333333333, 6.2, 6.466666666666667, 6.7, 6.783333333333333, 6.933333333333334, 7.35, 7.616666666666666, 7.816666666666666, 8.95, 8.983333333333333, 9.166666666666666, 9.583333333333334, 9.866666666666667, 10.133333333333333, 10.183333333333334]","['selfish / generous', 'quiet / talkative']","[3, 5]",0.08869685939836243,-0.2342694980088911,"['unsuccessful / successful', 'uncaring / caring', 'not understanding / understanding']","['unfriendly / friendly', 'quiet / talkative', 'stubborn / docile', 'not confident / confident']","[11, 13, 5, 3]",2,1,3.0,6.0,6,6,7,5,6,7,5,7,7,6,2,2,1,1,1,1,2,1,1,1,4.0,2.5,3.0,3.5,3.0,2.5,3.5,4.0,3.5,4.0,22,24,19,19,19,20,18,22,24,21,1.4142135623730951,1.4624940645653537,1.863389981249825,1.3437096247164249,1.7950549357115015,2.0816659994661326,1.1055415967851334,1.9148542155126762,2.140872096444188,1.699673171197595,19,0,0
40,YcRULdAi ,17,7,9,36,0,15,Male,Single,"[0, 1, 12, 3, 13, 2]","[1, 0, 2, 1, 1, 0, 1, 1, 2, 2, 2, 0, 0, 1, 1, 1]","[array([5, 6, 6, 6, 5, 4]), array([5, 6, 6, 6, 4, 3]), array([5, 6, 6, 3, 5, 2]), array([4, 7, 5, 3, 4, 2]), array([3, 5, 4, 3, 4, 3]), array([5, 7, 4, 3, 3, 5]), array([4, 4, 4, 2, 6, 6]), array([6, 7, 6, 3, 2, 3]), array([5, 6, 7, 7, 4, 3]), array([4, 7, 5, 5, 5, 4])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,No further comments ,"['thoughtful', 'serious', 'delayed']","['spontaneous', 'following', 'punctual', 'organised', 'playful']","['punctual', 'organised', 'independent', 'playful', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Same,Enjoyed the exercise },1.8271604938271604,"[0.0, 0.26666666666666666, 0.48333333333333334, 0.6833333333333333, 2.0833333333333335, 2.1666666666666665, 4.233333333333333, 4.283333333333333, 5.05, 6.283333333333333, 6.55, 7.1, 7.483333333333333, 7.816666666666666, 8.116666666666667, 8.516666666666667, 8.916666666666666, 9.233333333333333, 9.666666666666666, 10.083333333333334, 10.366666666666667, 10.416666666666666, 11.083333333333334, 11.466666666666667, 12.233333333333333, 12.483333333333333, 13.416666666666666, 13.433333333333334, 13.5, 14.633333333333333, 15.75, 16.3, 16.35]","['unambitious / motivated', 'uncaring / caring']","[13, 12]",0.4504990990027029,-0.016723384239032534,"['quiet / talkative', 'boring / fun', 'not confident / confident']","['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[2, 13, 3, 12]",2,1,5.0,6.0,6,6,6,7,5,7,6,7,7,7,4,3,2,2,3,3,2,2,3,4,5.5,5.5,5.0,4.0,3.5,4.5,4.0,4.5,5.5,5.0,30,32,30,27,25,22,27,26,27,32,0.7453559924999299,1.1547005383792515,1.5,1.5723301886761007,0.7453559924999298,1.3844373104863459,1.3743685418725535,1.8929694486000912,1.4907119849998596,1.0,16,0,0
41,FgBag7ol ,24,6,6,32,1,15,Female,Single,"[0, 1, 12, 2, 13, 9]","[2, 0, 2, 1, 0, 0, 3, 1, 1, 3, 0, 0, 1, 1, 0, 1]","[array([5, 7, 4, 6, 6, 5]), array([6, 7, 5, 7, 6, 6]), array([4, 7, 4, 6, 5, 4]), array([6, 7, 6, 7, 7, 7]), array([6, 5, 6, 7, 7, 7]), array([4, 6, 2, 6, 5, 6]), array([3, 4, 6, 4, 3, 4]), array([5, 7, 4, 6, 7, 5]), array([4, 6, 3, 6, 5, 5]), array([5, 6, 4, 6, 6, 5])]",Strongly agree,Agree,Strongly agree,Disagree,Yes,Strongly agree,Agree,Yes,Strongly agree,Agree,Yes,Same,I think we have a different perception of stubborn/docile and I'd use a different wording. For me neither stubborn nor docile are positive. I'd likely be perceiving those questions better if the scale was dominant/submissive or controlling/compliant.,"['hardworking', 'helpful', 'organised']","['lazy', 'cluttered', 'spontaneous', 'unhelpful', 'delayed']","['delayed', 'cluttered', 'opinionated', 'unhelpful', 'slowpaced', 'conservative', 'spontaneous', 'lazy', 'teamplayer', 'serious', 'influential']",Disagree,Strongly agree,Same,I disagree at learning something new as I already know this. There is missing option on neither nor. Choosing only one made me actually feel under pressure (according to my HR I'm \annoyingly too mid nothing majorly strong in many personality attributes\ so choosing for example team player / individual is really hard.},1.0092592592592593,"[0.0, 0.45, 0.6666666666666666, 0.9833333333333333, 2.6, 2.7333333333333334, 5.216666666666667, 5.316666666666666, 5.816666666666666, 7.083333333333333, 7.616666666666666, 8.383333333333333, 9.083333333333334, 9.766666666666667, 10.283333333333333, 10.733333333333333, 11.2, 12.183333333333334, 12.616666666666667, 13.1, 13.583333333333334, 13.666666666666666, 14.5, 14.883333333333333, 15.8, 16.266666666666666, 17.083333333333332, 17.15, 17.55, 18.05, 19.083333333333332, 19.516666666666666, 19.566666666666666]","['unsuccessful / successful', 'selfish / generous']","[1, 0]",0.4583333333333333,0.2865260040087975,"['unsuccessful / successful', 'selfish / generous', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated']",['quiet / talkative'],"[2, 13, 9]",1,1,5.0,6.5,7,7,7,7,7,6,6,7,6,6,4,5,4,6,5,2,3,4,3,4,5.5,6.0,4.5,7.0,6.5,5.5,4.0,5.5,5.0,5.5,32,33,37,30,40,38,29,24,34,29,0.9574271077563381,0.6871842709362768,1.1547005383792515,0.4714045207910317,0.7453559924999298,1.462494064565354,1.0,1.1055415967851332,1.0671873729054748,0.7453559924999298,16,0,1
42,4D6Hugtb ,8,3,6,28,0,22,Female,Single,"[0, 1, 9, 5, 12, 11]","[2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2]","[array([5, 7, 5, 6, 5, 6]), array([6, 7, 6, 6, 6, 6]), array([6, 7, 5, 6, 6, 6]), array([6, 7, 5, 6, 5, 5]), array([5, 7, 6, 6, 6, 6]), array([6, 7, 4, 5, 3, 6]), array([6, 3, 5, 3, 4, 5]), array([6, 7, 5, 6, 6, 5]), array([5, 7, 4, 5, 6, 6]), array([5, 7, 4, 6, 2, 6])]",Disagree,Disagree,Disagree,Disagree,No,Disagree,Disagree,No,Agree,Agree,Yes,Same,I feel like some of the questions worked and some didn't. For instance the family question,"['playful', 'spontaneous', 'helpful']","['serious', 'delayed', 'unhelpful', 'thoughtful', 'lazy']","['delayed', 'organised', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Agree,Better,Made me feel more confident about what I have to offer and reflected the good rather than the bad},0.9845679012345678,"[0.0, 0.2833333333333333, 0.43333333333333335, 0.6, 1.7, 1.7666666666666666, 3.216666666666667, 3.25, 3.533333333333333, 4.366666666666666, 4.566666666666666, 5.116666666666666, 5.633333333333334, 6.2, 6.583333333333333, 6.966666666666667, 7.266666666666667, 7.85, 8.233333333333333, 8.716666666666667, 9.033333333333333, 9.083333333333334, 9.416666666666666, 9.9, 10.416666666666666, 10.683333333333334, 12.3, 12.35, 12.566666666666666, 13.15, 13.666666666666666, 13.883333333333333, 13.916666666666666]","['not confident / confident', 'boring / fun']","[11, 5]",-0.2721655269759086,0.26229706008721715,"['unsuccessful / successful', 'quiet / talkative', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']","['unfriendly / friendly', 'boring / fun', 'not understanding / understanding']","[9, 12, 11, 5]",1,1,6.0,7.0,7,7,7,7,7,7,6,7,7,7,5,6,5,5,5,3,3,5,4,2,5.5,6.0,6.0,5.5,6.0,5.5,4.5,6.0,5.5,5.5,30,34,37,36,34,36,31,26,35,33,0.7453559924999298,0.372677996249965,0.5773502691896257,0.7453559924999298,0.5773502691896257,1.3437096247164249,1.1055415967851332,0.6871842709362768,0.9574271077563381,1.632993161855452,25,0,1
43,NkkZ3a2p ,16,10,6,39,2,25,Female,Single,"[0, 1, 8, 12, 11, 2]","[3, 1, 2, 1, 2, 1, 2, 0, 2, 3, 0, 2, 1, 0, 0, 3]","[array([4, 7, 6, 5, 3, 4]), array([6, 7, 6, 4, 5, 7]), array([6, 7, 6, 5, 4, 7]), array([5, 7, 6, 4, 4, 6]), array([4, 5, 5, 3, 3, 5]), array([5, 6, 5, 3, 2, 5]), array([4, 6, 5, 4, 4, 4]), array([6, 7, 7, 4, 6, 6]), array([4, 7, 6, 2, 2, 5]), array([4, 7, 6, 4, 4, 6])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Agree,Yes,Strongly agree,Agree,Yes,Same,This is an interesting exercise and would be made useful by providing some guidance on some CBT techniques to change reactions to situations be it within or out of your control. Hopefully this is the point of the questions.,"['helpful', 'thoughtful', 'hardworking']","['cluttered', 'lazy', 'serious', 'unhelpful', 'spontaneous']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Disagree,Agree,Same,No},1.4969135802469136,"[0.0, 0.31666666666666665, 0.45, 0.5166666666666667, 0.75, 0.9166666666666666, 1.55, 1.6, 1.6666666666666667, 2.1666666666666665, 2.216666666666667, 2.55, 2.6666666666666665, 2.7666666666666666, 3.183333333333333, 3.5833333333333335, 3.8333333333333335, 3.9833333333333334, 4.183333333333334, 4.35, 4.583333333333333, 4.666666666666667, 5.166666666666667, 6.05, 8.25, 8.533333333333333, 9.133333333333333, 9.283333333333333, 9.366666666666667, 9.616666666666667, 10.033333333333333, 10.15, 10.216666666666667]","['stubborn / docile', 'uncaring / caring']","[2, 0]",0.3804429551263409,0.4723538556991489,"['unsuccessful / successful', 'unfriendly / friendly', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'quiet / talkative', 'boring / fun', 'not understanding / understanding']","[12, 11]",1,1,4.5,7.0,7,7,7,7,5,6,6,7,7,7,3,4,4,4,3,2,4,4,2,4,4.5,6.0,6.0,5.5,4.5,5.0,4.0,6.0,4.5,5.0,31,29,35,35,32,25,26,27,36,26,1.3437096247164249,1.0671873729054748,1.0671873729054748,1.1055415967851332,0.8975274678557507,1.3743685418725535,0.7637626158259734,1.0,1.8856180831641267,1.2133516482134197,23,0,1
44,yUMaNyKJ ,19,10,10,42,0,7,Male,Single,"[0, 1, 9, 3, 7, 10]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[array([5, 7, 5, 4, 6, 4]), array([6, 7, 6, 7, 7, 5]), array([4, 6, 4, 5, 6, 4]), array([6, 7, 5, 6, 7, 5]), array([5, 6, 3, 4, 6, 5]), array([5, 7, 3, 3, 6, 3]), array([4, 3, 4, 4, 5, 4]), array([6, 6, 5, 5, 6, 5]), array([5, 6, 5, 4, 7, 5]), array([5, 7, 5, 5, 6, 4])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,I didn't understand how a tense meeting and a good day could invoke a similar response or emotion ,"['liberal', 'hardworking', 'helpful']","['delayed', 'lazy', 'cluttered', 'conservative', 'unhelpful']","['delayed', 'cluttered', 'playful', 'opinionated', 'unhelpful', 'teamplayer', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},0.9660493827160496,"[0.0, 0.36666666666666664, 0.6833333333333333, 0.7833333333333333, 2.55, 2.6666666666666665, 5.666666666666667, 5.783333333333333, 6.0, 7.766666666666667, 8.0, 8.966666666666667, 10.0, 10.833333333333334, 11.25, 11.766666666666667, 12.183333333333334, 12.75, 13.183333333333334, 13.516666666666667, 13.983333333333333, 14.05, 15.05, 15.466666666666667, 16.183333333333334, 16.5, 19.733333333333334, 19.783333333333335, 19.9, 20.983333333333334, 22.383333333333333, 22.883333333333333, 22.95]","['unambitious / motivated', 'not confident / confident']","[10, 1]",0.5879951490600301,0.36618386488954013,"['unsuccessful / successful', 'selfish / generous', 'boring / fun', 'not confident / confident']","['uncaring / caring', 'unfriendly / friendly', 'quiet / talkative', 'stubborn / docile', 'unambitious / motivated']","[10, 9, 3, 7]",2,1,5.0,6.5,7,7,6,7,6,7,5,6,7,7,4,5,4,5,3,3,3,5,4,4,5.0,6.5,4.5,6.0,5.0,4.0,4.0,5.5,5.0,5.0,32,31,38,29,36,29,27,24,33,32,1.0671873729054746,0.7453559924999299,0.8975274678557507,0.816496580927726,1.0671873729054748,1.6072751268321592,0.5773502691896257,0.5,0.9428090415820634,0.9428090415820632,7,0,1
